N,Z,binding,A,binding_MeV,N_frontier,d
59,42,8572.9159,101,865.8645059,65.6,-6.599999999999994
125,92,7634.0,217,1656.578,142.9,-17.900000000000006
92,66,8190.1298,158,1294.0405084,98.9,-6.900000000000006
25,29,8045.0,54,434.43,44.7,-19.700000000000003
77,55,8405.5878,132,1109.5375895999998,85.0,-8.0
84,71,7987.4369,155,1238.0527195,105.6,-21.599999999999994
112,75,7977.9519,187,1491.8770053,112.0,0.0
92,71,8066.6848,163,1314.8696224000003,105.6,-13.599999999999994
51,46,8502.4303,97,824.7357391,72.7,-21.700000000000003
123,85,7811.5604,208,1624.8045632,132.6,-9.599999999999994
42,38,8578.5966,80,686.287728,58.8,-16.799999999999997
21,12,7636.4382,33,252.00246059999998,21.7,-0.6999999999999993
30,29,8642.0027,59,509.87815929999994,44.7,-14.700000000000003
151,104,7382.0,255,1882.4099999999999,157.4,-6.400000000000006
88,75,7870.8655,163,1282.9510765,112.0,-24.0
58,51,8404.8161,109,916.1249548999999,79.3,-21.299999999999997
53,37,8631.5262,90,776.837358,57.4,-4.399999999999999
156,104,7377.0,260,1918.02,157.4,-1.4000000000000057
10,11,7765.5581,21,163.0767201,20.0,-10.0
46,47,8175.0,93,760.2750000000001,73.0,-27.0
124,88,7747.5078,212,1642.4716536,135.8,-11.800000000000011
155,104,7377.0,259,1910.643,157.4,-2.4000000000000057
60,43,8566.1045,103,882.3087634999999,67.9,-7.900000000000006
31,33,8286.0,64,530.304,50.0,-19.0
72,62,8167.0,134,1094.378,94.3,-22.299999999999997
94,63,8199.7975,157,1287.3682075000002,94.6,-0.5999999999999943
93,75,7935.1208,168,1333.1002944,112.0,-19.0
5,4,6462.6693,9,58.1640237,8.7,-3.6999999999999993
30,28,8732.0621,58,506.4596017999999,43.8,-13.799999999999997
20,23,8069.5129,43,346.9890547,36.5,-16.5
155,103,7392.0,258,1907.1360000000002,156.7,-1.6999999999999886
72,54,8443.5375,126,1063.8857249999999,83.4,-11.400000000000006
62,59,8033.0,121,971.9929999999999,90.6,-28.599999999999994
82,68,8102.1962,150,1215.32943,100.9,-18.900000000000006
91,74,7955.9704,165,1312.735116,111.0,-20.0
146,95,7543.2795,241,1817.9303595,148.0,-2.0
145,95,7547.0136,240,1811.2832640000001,148.0,-3.0
92,68,8151.7217,160,1304.2754719999998,100.9,-8.900000000000006
47,41,8572.4013,88,754.3713144,64.5,-17.5
132,91,7651.8957,223,1706.3727411,139.6,-7.599999999999994
86,73,7928.7258,159,1260.6674022,109.3,-23.299999999999997
148,102,7426.0,250,1856.5,155.1,-7.099999999999994
145,101,7441.0,246,1830.4859999999999,154.2,-9.199999999999989
46,41,8551.7579,87,744.0029373,64.5,-18.5
94,77,7873.4895,171,1346.3667045,115.7,-21.700000000000003
49,47,8360.2903,96,802.5878688,73.0,-24.0
92,70,8102.5333,162,1312.6103945999998,104.2,-12.200000000000003
22,15,8267.5561,37,305.8995757,24.7,-2.6999999999999993
65,48,8526.9874,113,963.5495761999999,74.0,-9.0
131,89,7692.3515,220,1692.31733,137.7,-6.699999999999989
27,21,8656.2097,48,415.4980656,33.099999999999994,-6.099999999999994
103,80,7859.3885,183,1438.2680954999998,122.19999999999999,-19.19999999999999
33,25,8696.6438,58,504.4053404,39.3,-6.299999999999997
150,102,7425.7992,252,1871.3013984,155.1,-5.099999999999994
74,53,8445.482,127,1072.576214,82.3,-8.299999999999997
48,33,8648.0571,81,700.4926251,50.0,-2.0
92,64,8215.3253,156,1281.5907468,96.6,-4.599999999999994
76,52,8448.7536,128,1081.4404608,80.7,-4.700000000000003
48,44,8504.774,92,782.4392079999999,69.0,-21.0
140,96,7550.309,236,1781.872924,149.6,-9.599999999999994
33,30,8686.2866,63,547.2360557999999,45.7,-12.700000000000003
106,85,7702.9233,191,1471.2583503,132.6,-26.599999999999994
41,44,8027.0,85,682.295,69.0,-28.0
68,61,8114.0,129,1046.7060000000001,92.9,-24.900000000000006
76,59,8328.9284,135,1124.405334,90.6,-14.599999999999994
156,106,7341.1736,262,1923.3874832000001,159.7,-3.6999999999999886
74,56,8405.513,130,1092.7166900000002,86.0,-12.0
102,80,7856.9726,182,1429.9690132,122.19999999999999,-20.19999999999999
33,34,8369.5344,67,560.7588048,51.7,-18.700000000000003
106,80,7888.2605,186,1467.216453,122.19999999999999,-16.19999999999999
9,5,6101.6451,14,85.4230314,11.799999999999999,-2.799999999999999
33,26,8754.7746,59,516.5317014000001,40.7,-7.700000000000003
149,98,7493.2638,247,1850.8361585999999,152.3,-3.3000000000000114
73,62,8177.627,135,1103.9796450000001,94.3,-21.299999999999997
81,63,8254.1744,144,1188.6011136,94.6,-13.599999999999994
98,75,7983.9068,173,1381.2158764,112.0,-14.0
41,35,8635.883,76,656.327108,53.4,-12.399999999999999
38,25,8505.102,63,535.8214260000001,39.3,-1.2999999999999972
44,29,8568.5699,73,625.5056027,44.7,-0.7000000000000028
47,31,8577.1043,78,669.0141354,47.599999999999994,-0.5999999999999943
17,19,8142.2233,36,293.1200388,29.799999999999997,-12.799999999999997
53,49,8388.5719,102,855.6343338,75.7,-22.700000000000003
74,60,8285.5391,134,1110.2622394,91.6,-17.599999999999994
127,90,7690.5945,217,1668.8590065,139.0,-12.0
72,52,8473.2705,124,1050.685542,80.7,-8.700000000000003
72,50,8487.8968,122,1035.5234096,77.7,-5.700000000000003
94,80,7749.7851,174,1348.4626074,122.19999999999999,-28.19999999999999
14,11,8101.3979,25,202.53494750000002,20.0,-6.0
69,52,8466.8641,121,1024.4905561,80.7,-11.700000000000003
76,54,8437.7314,130,1096.905082,83.4,-7.400000000000006
71,55,8399.2673,126,1058.3076798,85.0,-14.0
138,92,7620.9227,230,1752.8122210000001,142.9,-4.900000000000006
77,63,8197.733,140,1147.68262,94.6,-17.599999999999994
53,41,8648.9014,94,812.9967316000001,64.5,-11.5
60,56,8162.0,116,946.7920000000001,86.0,-26.0
57,52,8319.3305,109,906.8070244999999,80.7,-23.700000000000003
100,68,8129.5897,168,1365.7710696000001,100.9,-0.9000000000000057
114,76,7962.1047,190,1512.799893,114.4,-0.4000000000000057
16,15,8481.1677,31,262.9161987,24.7,-8.7
78,55,8409.9786,133,1118.5271538000002,85.0,-7.0
30,20,8550.1639,50,427.50819499999994,30.799999999999997,-0.7999999999999972
169,110,7229.0,279,2016.891,169.3,-0.30000000000001137
69,44,8402.6857,113,949.5034840999999,69.0,0.0
50,36,8712.0295,86,749.234537,55.4,-5.399999999999999
86,69,8088.376,155,1253.69828,100.9,-14.900000000000006
60,41,8534.8355,101,862.0183855,64.5,-4.5
85,59,8311.5411,144,1196.8619184000001,90.6,-5.599999999999994
91,62,8228.5373,153,1258.9662068999999,94.3,-3.299999999999997
66,48,8531.5135,114,972.5925389999999,74.0,-8.0
82,61,8317.7341,143,1189.4359762999998,92.9,-10.900000000000006
40,32,8731.7459,72,628.6857047999999,48.7,-8.700000000000003
87,75,7848.0,162,1271.376,112.0,-25.0
50,35,8673.5926,85,737.255371,53.4,-3.3999999999999986
66,57,8267.0,123,1016.8409999999999,88.3,-22.299999999999997
138,95,7567.0,233,1763.111,148.0,-10.0
70,56,8379.7187,126,1055.8445562,86.0,-16.0
55,45,8575.1732,100,857.51732,71.3,-16.299999999999997
95,80,7759.2134,175,1357.8623449999998,122.19999999999999,-27.19999999999999
45,33,8673.876,78,676.562328,50.0,-5.0
37,39,8173.0,76,621.148,60.099999999999994,-23.099999999999994
125,84,7835.1882,209,1637.5543337999998,130.7,-5.699999999999989
99,76,7960.7294,175,1393.127645,114.4,-15.400000000000006
73,52,8458.0361,125,1057.2545125,80.7,-7.700000000000003
113,88,7669.4108,201,1541.5515708,135.8,-22.80000000000001
75,57,8367.7559,132,1104.5437788000002,88.3,-13.299999999999997
44,45,8189.0,89,728.821,71.3,-27.299999999999997
137,96,7546.002,233,1758.218466,149.6,-12.599999999999994
9,13,6782.0,22,149.204,23.4,-14.399999999999999
91,70,8090.3861,161,1302.5521621,104.2,-13.200000000000003
47,43,8483.36,90,763.5024000000001,67.9,-20.900000000000006
142,93,7587.0571,235,1782.9584185,144.1,-2.0999999999999943
60,55,8216.0,115,944.8399999999999,85.0,-25.0
90,75,7901.5201,165,1303.7508165,112.0,-22.0
103,81,7818.6727,184,1438.6357768,124.4,-21.400000000000006
56,46,8580.2887,102,875.1894473999998,72.7,-16.700000000000003
12,13,8021.1366,25,200.528415,23.4,-11.399999999999999
60,39,8476.6938,99,839.1926861999999,60.099999999999994,-0.09999999999999432
133,92,7629.7717,225,1716.6986325,142.9,-9.900000000000006
154,101,7428.7333,255,1894.3269915,154.2,-0.19999999999998863
150,104,7384.0,254,1875.536,157.4,-7.400000000000006
39,39,8349.0,78,651.222,60.099999999999994,-21.099999999999994
25,27,8325.5606,52,432.92915120000004,41.7,-16.700000000000003
20,22,8259.24,42,346.88808,34.2,-14.200000000000003
59,39,8497.6162,98,832.7663875999999,60.099999999999994,-1.0999999999999943
137,93,7601.7751,230,1748.408273,144.1,-7.099999999999994
50,50,8251.626,100,825.1626,77.7,-27.700000000000003
48,46,8391.6832,94,788.8182208,72.7,-24.700000000000003
64,47,8534.7878,111,947.3614458000001,73.0,-9.0
3,8,3162.4372,11,34.7868092,14.2,-11.2
91,65,8194.6415,156,1278.3640739999998,97.6,-6.599999999999994
53,48,8450.3657,101,853.4869357000001,74.0,-21.0
52,52,8157.3256,104,848.3618624000001,80.7,-28.700000000000003
46,48,8102.0,94,761.5880000000001,74.0,-28.0
53,44,8604.2799,97,834.6151503,69.0,-16.0
66,60,8122.0,126,1023.372,91.6,-25.599999999999994
77,56,8400.2059,133,1117.2273847000001,86.0,-9.0
5,3,5159.7124,8,41.2776992,7.3,-2.3
139,98,7503.3507,237,1778.2941159000002,152.3,-13.300000000000011
64,52,8455.6435,116,980.8546460000001,80.7,-16.700000000000003
86,74,7892.7893,160,1262.8462880000002,111.0,-25.0
135,95,7562.0,230,1739.26,148.0,-13.0
33,21,8404.8115,54,453.85982099999995,33.099999999999994,-0.09999999999999432
125,89,7715.8874,214,1651.1999036,137.7,-12.699999999999989
38,38,8393.9294,76,637.9386344000001,58.8,-20.799999999999997
35,30,8724.266,65,567.07729,45.7,-10.700000000000003
63,52,8431.1504,115,969.582296,80.7,-17.700000000000003
83,54,8364.2865,137,1145.9072505000001,83.4,-0.4000000000000057
159,106,7333.0,265,1943.2450000000001,159.7,-0.6999999999999886
63,46,8544.8825,109,931.3921925,72.7,-9.700000000000003
61,40,8485.8439,101,857.0702339,62.2,-1.2000000000000028
93,78,7816.6017,171,1336.6388907,117.1,-24.099999999999994
21,24,8087.7286,45,363.947787,37.599999999999994,-16.599999999999994
83,65,8204.3207,148,1214.2394636000001,97.6,-14.599999999999994
130,88,7725.0241,218,1684.0552538,135.8,-5.800000000000011
30,24,8777.9672,54,474.01022879999994,37.599999999999994,-7.599999999999994
12,15,7661.0894,27,206.8494138,24.7,-12.7
73,57,8356.1919,130,1086.304947,88.3,-15.299999999999997
86,59,8302.1285,145,1203.8086325,90.6,-4.599999999999994
44,36,8692.9301,80,695.434408,55.4,-11.399999999999999
99,78,7892.4896,177,1396.9706592,117.1,-18.099999999999994
95,77,7880.2637,172,1355.4053564,115.7,-20.700000000000003
7,8,7463.6915,15,111.9553725,14.2,-7.199999999999999
123,88,7741.0887,211,1633.3697157000001,135.8,-12.800000000000011
57,42,8607.7982,99,852.1720217999999,65.6,-8.599999999999994
116,81,7893.5725,197,1555.0337825000001,124.4,-8.400000000000006
59,46,8570.6509,105,899.9183445,72.7,-13.700000000000003
95,65,8177.4676,160,1308.394816,97.6,-2.5999999999999943
66,56,8323.7567,122,1015.4983174,86.0,-20.0
64,58,8174.0,122,997.228,88.6,-24.599999999999994
44,31,8660.7565,75,649.5567374999999,47.599999999999994,-3.5999999999999943
117,84,7826.5619,201,1573.1389419,130.7,-13.699999999999989
60,51,8440.1203,111,936.8533533,79.3,-19.299999999999997
57,39,8569.4269,96,822.6649824,60.099999999999994,-3.0999999999999943
33,28,8765.0281,61,534.6667141,43.8,-10.799999999999997
44,33,8695.9789,77,669.5903753,50.0,-6.0
132,90,7676.6592,222,1704.2183424000002,139.0,-7.0
37,24,8460.1734,61,516.0705774,37.599999999999994,-0.5999999999999943
6,5,6927.7323,11,76.2050553,11.799999999999999,-5.799999999999999
41,41,8312.0,82,681.584,64.5,-23.5
3,7,3643.6724,10,36.436724,13.5,-10.5
112,82,7865.4181,194,1525.8911114,125.4,-13.400000000000006
72,48,8458.024,120,1014.96288,74.0,-2.0
146,97,7517.5021,243,1826.7530103,150.6,-4.599999999999994
53,46,8537.9332,99,845.2553868,72.7,-19.700000000000003
36,34,8576.0338,70,600.322366,51.7,-15.700000000000003
41,28,8623.0998,69,594.9938862,43.8,-2.799999999999997
62,49,8522.2824,111,945.9733464,75.7,-13.700000000000003
105,82,7808.401,187,1460.170987,125.4,-20.400000000000006
129,83,7803.314,212,1654.302568,129.0,0.0
49,34,8658.556,83,718.660148,51.7,-2.700000000000003
65,43,8462.8172,108,913.9842576,67.9,-2.9000000000000057
112,77,7956.0214,189,1503.6880446,115.7,-3.700000000000003
149,104,7380.0,253,1867.1399999999999,157.4,-8.400000000000006
68,54,8424.6644,122,1027.8090568,83.4,-15.400000000000006
72,59,8286.1439,131,1085.4848508999999,90.6,-18.599999999999994
29,20,8594.85,49,421.14765000000006,30.799999999999997,-1.7999999999999972
98,82,7725.6993,180,1390.625874,125.4,-27.400000000000006
83,67,8134.8423,150,1220.226345,99.6,-16.599999999999994
112,86,7737.7245,198,1532.069451,133.6,-21.599999999999994
78,56,8408.1731,134,1126.6951954,86.0,-8.0
64,44,8527.2267,108,920.9404836,69.0,-5.0
76,67,7999.0,143,1143.857,99.6,-23.599999999999994
42,32,8725.2011,74,645.6648814,48.7,-6.700000000000003
17,15,8464.1203,32,270.85184960000004,24.7,-7.699999999999999
97,76,7944.0341,173,1374.3178993,114.4,-17.400000000000006
76,50,8443.5227,126,1063.8838601999998,77.7,-1.7000000000000028
93,77,7853.0,170,1335.01,115.7,-22.700000000000003
51,47,8441.6866,98,827.2852868000001,73.0,-22.0
126,86,7794.7963,212,1652.4968156,133.6,-7.599999999999994
80,63,8245.8177,143,1179.1519311,94.6,-14.599999999999994
51,38,8705.923,89,774.8271470000001,58.8,-7.799999999999997
108,81,7866.2704,189,1486.7251056,124.4,-16.400000000000006
42,41,8378.9889,83,695.4560786999999,64.5,-22.5
143,100,7464.0,243,1813.7520000000002,153.6,-10.599999999999994
116,89,7662.8519,205,1570.8846395,137.7,-21.69999999999999
39,36,8553.4399,75,641.5079924999999,55.4,-16.4
35,36,8327.131,71,591.2263009999999,55.4,-20.4
109,79,7914.7537,188,1487.9736956000002,119.0,-10.0
109,81,7866.0345,190,1494.546555,124.4,-15.400000000000006
4,5,6257.0713,9,56.3136417,11.799999999999999,-7.799999999999999
20,13,8020.6172,33,264.6803676,23.4,-3.3999999999999986
90,64,8224.7996,154,1266.6191384,96.6,-6.599999999999994
75,62,8213.5527,137,1125.2567199000002,94.3,-19.299999999999997
160,107,7313.0,267,1952.571,163.4,-3.4000000000000057
119,88,7721.7503,207,1598.4023121,135.8,-16.80000000000001
69,49,8485.667,118,1001.3087059999999,75.7,-6.700000000000003
69,51,8475.63,120,1017.0755999999999,79.3,-10.299999999999997
22,21,8530.8265,43,366.8255395,33.099999999999994,-11.099999999999994
23,17,8427.766,40,337.11064,28.099999999999998,-5.099999999999998
64,57,8217.0,121,994.2570000000001,88.3,-24.299999999999997
53,52,8186.8368,105,859.617864,80.7,-27.700000000000003
56,41,8623.1384,97,836.4444248,64.5,-8.5
73,56,8391.0811,129,1082.4494619,86.0,-13.0
55,37,8569.4225,92,788.38687,57.4,-2.3999999999999986
13,17,7472.1698,30,224.16509399999998,28.099999999999998,-15.099999999999998
18,24,7456.0,42,313.15200000000004,37.599999999999994,-19.599999999999994
29,33,8049.0,62,499.03799999999995,50.0,-21.0
90,65,8202.9173,155,1271.4521814999998,97.6,-7.599999999999994
31,22,8631.1256,53,457.44965679999996,34.2,-3.200000000000003
66,54,8404.0322,120,1008.4838639999999,83.4,-17.400000000000006
137,97,7519.0,234,1759.4460000000001,150.6,-13.599999999999994
126,84,7834.3462,210,1645.212702,130.7,-4.699999999999989
137,91,7632.2076,228,1740.1433328,139.6,-2.5999999999999943
50,33,8599.654,83,713.771282,50.0,0.0
89,66,8184.357,155,1268.575335,98.9,-9.900000000000006
75,54,8431.3904,129,1087.6493616,83.4,-8.400000000000006
90,60,8249.5789,150,1237.4368350000002,91.6,-1.5999999999999943
3,5,4717.1551,8,37.7372408,11.799999999999999,-8.799999999999999
155,108,7295.0,263,1918.585,163.8,-8.800000000000011
37,35,8511.3126,72,612.8145072,53.4,-16.4
38,40,8194.0,78,639.1320000000001,62.2,-24.200000000000003
126,91,7664.6438,217,1663.2277046,139.6,-13.599999999999994
136,92,7627.4763,228,1739.0645964,142.9,-6.900000000000006
98,70,8111.887,168,1362.797016,104.2,-6.200000000000003
74,50,8467.3997,124,1049.9575628,77.7,-3.700000000000003
51,45,8534.6735,96,819.328656,71.3,-20.299999999999997
25,19,8546.7023,44,376.0549012000001,29.799999999999997,-4.799999999999997
120,80,7905.8956,200,1581.17912,122.19999999999999,-2.1999999999999886
157,106,7337.0,263,1929.6309999999999,159.7,-2.6999999999999886
100,77,7934.6328,177,1404.4300056,115.7,-15.700000000000003
80,53,8405.0993,133,1117.8782069,82.3,-2.299999999999997
43,31,8663.1676,74,641.0744024,47.599999999999994,-4.599999999999994
69,50,8499.4494,119,1011.4344785999999,77.7,-8.700000000000003
159,107,7313.0,266,1945.258,163.4,-4.400000000000006
43,39,8529.2762,82,699.4006484,60.099999999999994,-17.099999999999994
142,94,7577.9192,236,1788.3889312000001,147.3,-5.300000000000011
65,60,8080.0,125,1010.0,91.6,-26.599999999999994
83,57,8355.0201,140,1169.7028139999998,88.3,-5.299999999999997
82,67,8133.255,149,1211.854995,99.6,-17.599999999999994
135,91,7641.1093,226,1726.8907018,139.6,-4.599999999999994
95,71,8074.1756,166,1340.3131496,105.6,-10.599999999999994
150,103,7402.918,253,1872.938254,156.7,-6.699999999999989
68,63,7996.0,131,1047.476,94.6,-26.599999999999994
149,99,7476.0,248,1854.048,152.9,-3.9000000000000057
94,74,7993.9327,168,1342.9806936,111.0,-17.0
23,15,8147.2749,38,309.59644620000006,24.7,-1.6999999999999993
111,77,7954.8512,188,1495.5120256,115.7,-4.700000000000003
71,50,8485.1964,121,1026.7087644,77.7,-6.700000000000003
153,102,7417.9403,255,1891.5747765,155.1,-2.0999999999999943
47,48,8171.0,95,776.2449999999999,74.0,-27.0
130,84,7785.1163,214,1666.0148881999999,130.7,-0.6999999999999886
123,83,7853.3249,206,1617.7849294,129.0,-6.0
19,11,7501.9685,30,225.059055,20.0,-1.0
144,97,7524.0,241,1813.284,150.6,-6.599999999999994
23,21,8557.3805,44,376.52474199999995,33.099999999999994,-10.099999999999994
10,12,7662.7645,22,168.58081900000002,21.7,-11.7
87,68,8129.4444,155,1260.0638820000001,100.9,-13.900000000000006
85,68,8118.8154,153,1242.1787562000002,100.9,-15.900000000000006
111,75,7981.2713,186,1484.5164618000001,112.0,-1.0
35,37,8202.0,72,590.544,57.4,-22.4
53,38,8663.8759,91,788.4127068999999,58.8,-5.799999999999997
103,77,7947.6337,180,1430.574066,115.7,-12.700000000000003
37,28,8736.2424,65,567.8557559999999,43.8,-6.799999999999997
79,57,8376.0512,136,1139.1429632,88.3,-9.299999999999997
89,77,7789.0,166,1292.974,115.7,-26.700000000000003
128,90,7691.6026,218,1676.7693668000002,139.0,-11.0
145,98,7505.0,243,1823.715,152.3,-7.300000000000011
44,30,8642.7547,74,639.5638478,45.7,-1.7000000000000028
71,64,8028.0,135,1083.78,96.6,-25.599999999999994
121,90,7671.8506,211,1618.7604766,139.0,-18.0
50,48,8378.2953,98,821.0729394,74.0,-24.0
154,102,7416.5429,256,1898.6349824000001,155.1,-1.0999999999999943
49,38,8705.2363,87,757.3555581,58.8,-9.799999999999997
108,80,7899.034,188,1485.018392,122.19999999999999,-14.199999999999989
32,21,8492.8325,53,450.12012250000004,33.099999999999994,-1.0999999999999943
97,75,7971.846,172,1371.1575119999998,112.0,-15.0
80,68,8059.6924,148,1192.8344751999998,100.9,-20.900000000000006
129,86,7763.8164,215,1669.2205259999998,133.6,-4.599999999999994
95,81,7707.9383,176,1356.5971407999998,124.4,-29.400000000000006
44,39,8573.6571,83,711.6135393,60.099999999999994,-16.099999999999994
147,97,7511.4759,244,1832.8001196000002,150.6,-3.5999999999999943
119,86,7780.7226,205,1595.048133,133.6,-14.599999999999994
41,32,8705.05,73,635.46865,48.7,-7.700000000000003
107,82,7826.2999,189,1479.1706811000001,125.4,-18.400000000000006
112,78,7946.4941,190,1509.833879,117.1,-5.099999999999994
23,14,7952.9033,37,294.2574221,23.4,-0.3999999999999986
102,71,8079.0312,173,1397.6723976000003,105.6,-3.5999999999999943
122,87,7763.7485,209,1622.6234364999998,135.2,-13.199999999999989
87,65,8202.0072,152,1246.7050944,97.6,-10.599999999999994
153,104,7381.7053,257,1897.0982620999998,157.4,-4.400000000000006
39,40,8267.0,79,653.093,62.2,-23.200000000000003
115,80,7909.398,195,1542.3326100000002,122.19999999999999,-7.199999999999989
19,17,8521.9322,36,306.7895591999999,28.099999999999998,-9.099999999999998
72,57,8356.0449,129,1077.9297921,88.3,-16.299999999999997
57,37,8492.7644,94,798.3198536,57.4,-0.3999999999999986
116,85,7794.1536,201,1566.6248736,132.6,-16.599999999999994
13,18,7252.0,31,224.81199999999998,28.099999999999998,-15.099999999999998
29,23,8714.569,52,453.157588,36.5,-7.5
46,44,8409.7684,90,756.8791560000001,69.0,-23.0
34,28,8794.5555,62,545.262441,43.8,-9.799999999999997
15,13,8309.8969,28,232.6771132,23.4,-8.399999999999999
18,18,8519.9096,36,306.7167456,28.099999999999998,-10.099999999999998
61,46,8560.8946,107,916.0157221999999,72.7,-11.700000000000003
81,68,8074.9558,149,1203.1684142,100.9,-19.900000000000006
111,78,7941.4045,189,1500.9254505,117.1,-6.099999999999994
102,77,7947.5248,179,1422.6069392,115.7,-13.700000000000003
114,77,7948.1144,191,1518.0898504000002,115.7,-1.7000000000000028
151,102,7422.4719,253,1877.8853907,155.1,-4.099999999999994
78,57,8382.7972,135,1131.6776220000002,88.3,-10.299999999999997
96,76,7942.1626,172,1366.0519672,114.4,-18.400000000000006
110,79,7921.9876,189,1497.2556564000001,119.0,-9.0
52,47,8474.7744,99,839.0026655999999,73.0,-21.0
107,73,8025.8864,180,1444.659552,109.3,-2.299999999999997
45,39,8587.7812,84,721.3736208,60.099999999999994,-15.099999999999994
2,3,5266.1325,5,26.330662499999995,7.3,-5.3
55,41,8628.8868,96,828.3731328,64.5,-9.5
99,75,7985.0944,174,1389.4064256000001,112.0,-13.0
87,62,8263.4683,149,1231.2567767000003,94.3,-7.299999999999997
141,99,7481.0,240,1795.44,152.9,-11.900000000000006
88,71,8034.6009,159,1277.5015431000002,105.6,-17.599999999999994
117,82,7875.7366,199,1567.2715834,125.4,-8.400000000000006
59,57,8032.0,116,931.712,88.3,-29.299999999999997
149,101,7441.6533,250,1860.413325,154.2,-5.199999999999989
94,75,7951.3963,169,1343.7859747000002,112.0,-18.0
134,87,7703.2572,221,1702.4198412,135.2,-1.1999999999999886
43,40,8488.3997,83,704.5371751,62.2,-19.200000000000003
40,41,8248.0,81,668.088,64.5,-24.5
79,61,8289.0958,140,1160.4734119999998,92.9,-13.900000000000006
34,24,8643.9987,58,501.3519246000001,37.599999999999994,-3.5999999999999943
52,39,8684.9421,91,790.3297311000001,60.099999999999994,-8.099999999999994
76,68,7956.0,144,1145.664,100.9,-24.900000000000006
95,69,8119.6534,164,1331.6231576,100.9,-5.900000000000006
40,42,8163.0,82,669.366,65.6,-25.599999999999994
78,62,8263.8211,140,1156.9349539999998,94.3,-16.299999999999997
119,79,7908.5675,198,1565.896365,119.0,0.0
61,51,8443.633,112,945.686896,79.3,-18.299999999999997
75,63,8161.6211,138,1126.3037118,94.6,-19.599999999999994
93,66,8181.5842,159,1300.8718878,98.9,-5.900000000000006
75,67,7965.0,142,1131.03,99.6,-24.599999999999994
90,70,8092.5614,160,1294.809824,104.2,-14.200000000000003
130,89,7700.5489,219,1686.4202091,137.7,-7.699999999999989
97,71,8080.4026,168,1357.5076368000002,105.6,-8.599999999999994
98,76,7959.4618,174,1384.9463532,114.4,-16.400000000000006
71,65,7961.0,136,1082.6960000000001,97.6,-26.599999999999994
152,103,7402.5767,255,1887.6570585,156.7,-4.699999999999989
152,105,7361.9767,257,1892.0280119000001,159.2,-7.199999999999989
106,75,8004.1434,181,1448.7499554,112.0,-6.0
57,54,8182.0,111,908.202,83.4,-26.400000000000006
49,45,8472.4033,94,796.4059102,71.3,-22.299999999999997
88,74,7923.8214,162,1283.6590668,111.0,-23.0
112,81,7885.3445,193,1521.8714885000002,124.4,-12.400000000000006
100,78,7908.253,178,1407.6690339999998,117.1,-17.099999999999994
81,58,8370.4664,139,1163.4948296,88.6,-7.599999999999994
65,54,8378.442,119,997.034598,83.4,-18.400000000000006
30,35,7904.0,65,513.76,53.4,-23.4
113,76,7963.0029,189,1505.0075481000001,114.4,-1.4000000000000057
108,79,7917.4323,187,1480.5598401000002,119.0,-11.0
109,85,7732.2304,194,1500.0526976,132.6,-23.599999999999994
16,11,7956.9467,27,214.8375609,20.0,-4.0
55,53,8176.0,108,883.008,82.3,-27.299999999999997
33,36,8129.0,69,560.901,55.4,-22.4
61,47,8542.0262,108,922.5388296000001,73.0,-12.0
100,69,8114.4702,169,1371.3454637999998,100.9,-0.9000000000000057
120,83,7857.4762,203,1595.0676686,129.0,-9.0
73,53,8439.9379,126,1063.4321754,82.3,-9.299999999999997
22,18,8595.2594,40,343.8103760000001,28.099999999999998,-6.099999999999998
26,28,8393.0328,54,453.2237712,43.8,-17.799999999999997
68,47,8490.5553,115,976.4138595000001,73.0,-5.0
31,28,8736.5912,59,515.4588808000001,43.8,-12.799999999999997
147,100,7464.0,247,1843.6080000000002,153.6,-6.599999999999994
63,53,8381.2858,116,972.2291527999998,82.3,-19.299999999999997
79,70,7927.0,149,1181.123,104.2,-25.200000000000003
75,50,8445.5285,125,1055.6910625,77.7,-2.700000000000003
88,73,7957.45,161,1281.14945,109.3,-21.299999999999997
106,84,7749.4526,190,1472.395994,130.7,-24.69999999999999
142,95,7561.0,237,1791.9569999999999,148.0,-6.0
58,45,8584.1927,103,884.1718480999999,71.3,-13.299999999999997
102,79,7883.8359,181,1426.9742979,119.0,-17.0
35,33,8557.7457,68,581.9267076,50.0,-15.0
59,44,8584.3656,103,884.1896568,69.0,-10.0
102,83,7732.0,185,1430.42,129.0,-27.0
16,18,8197.6724,34,278.7208616,28.099999999999998,-12.099999999999998
142,98,7510.24,240,1802.4576,152.3,-10.300000000000011
123,92,7620.7821,215,1638.4681515000002,142.9,-19.900000000000006
117,80,7908.6402,197,1558.0021193999999,122.19999999999999,-5.199999999999989
34,27,8756.151,61,534.1252109999999,41.7,-7.700000000000003
31,29,8665.6047,60,519.936282,44.7,-13.700000000000003
105,77,7954.8948,182,1447.7908536,115.7,-10.700000000000003
25,28,8217.0749,53,435.5049697,43.8,-18.799999999999997
90,71,8052.7821,161,1296.4979180999999,105.6,-15.599999999999994
87,57,8281.4283,144,1192.5256752,88.3,-1.2999999999999972
89,70,8078.0428,159,1284.4088052,104.2,-15.200000000000003
119,89,7684.8289,208,1598.4444112,137.7,-18.69999999999999
77,57,8374.4888,134,1122.1814992,88.3,-11.299999999999997
85,65,8206.3396,150,1230.95094,97.6,-12.599999999999994
10,9,7779.0192,19,147.8013648,16.6,-6.600000000000001
